collegioPlurinominale,tipo_riga,cand_descr_riga,img_lista,descr_lista,link_cand_lista,voti,perc,eletto,perc_voti_liste,cifra_el,perc_cifra_el,seggi
11440000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
11440000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
11440000000,XX,,,,,,,,,,,
11440000000,CA,TOMMASO FOTI,,,,-,-,,,,,
11440000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
11440000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
11440000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
11440000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
11440000000,XX,,,,,,,,,,,
11440000000,CA,ORESTE BOCCHI,,,,-,-,,,,,
11440000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
11440000000,XX,,,,,,,,,,,
11440000000,CA,MARZIO PORTIOLI,,,,-,-,,,,,
11440000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
11440000000,XX,,,,,,,,,,,
11440000000,CA,STEFANIA SARTORI,,,,-,-,,,,,
11440000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
11440000000,XX,,,,,,,,,,,
11440000000,CA,FRANCESCO CACCIATORE,,,,-,-,,,,,
11440000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
11440000000,XX,,,,,,,,,,,
11440000000,CA,MARTINA BAROCELLI,,,,-,-,,,,,
11440000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
11440000000,XX,,,,,,,,,,,
11440000000,TU,Uninominale,,,,-,-,,,,,
11440000000,TP,Proporzionale,,,,-,-,,-,,,
11450000000,CA,MARIA EDERA SPADONI,,,,-,-,,,,,
11450000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
11450000000,XX,,,,,,,,,,,
11450000000,CA,ANNA MARIA PIA PETTOLINO,,,,-,-,,,,,
11450000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
11450000000,XX,,,,,,,,,,,
11450000000,CA,GIAN LUCA PIETRI,,,,-,-,,,,,
11450000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
11450000000,XX,,,,,,,,,,,
11450000000,CA,RICCARDO SCIORTINO,,,,-,-,,,,,
11450000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
11450000000,XX,,,,,,,,,,,
11450000000,CA,GRAZIANO DELRIO,,,,-,-,,,,,
11450000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
11450000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
11450000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
11450000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
11450000000,XX,,,,,,,,,,,
11450000000,CA,AGNESE ZAGHI,,,,-,-,,,,,
11450000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
11450000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
11450000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
11450000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
11450000000,XX,,,,,,,,,,,
11450000000,CA,ANGELA GUGLIELMINO,,,,-,-,,,,,
11450000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
11450000000,XX,,,,,,,,,,,
11450000000,CA,ANDREA SPALLANZANI,,,,-,-,,,,,
11450000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
11450000000,XX,,,,,,,,,,,
11450000000,CA,BARBARA CASTIGLIONI,,,,-,-,,,,,
11450000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
11450000000,XX,,,,,,,,,,,
11450000000,CA,MIRKO TUTINO,,,,-,-,,,,,
11450000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
11450000000,XX,,,,,,,,,,,
11450000000,CA,GIULIA SPAGGIARI,,,,-,-,,,,,
11450000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
11450000000,XX,,,,,,,,,,,
11450000000,TU,Uninominale,,,,-,-,,,,,
11450000000,TP,Proporzionale,,,,-,-,,-,,,
12110000000,CA,SARA BENIGNI,,,,-,-,,,,,
12110000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
12110000000,XX,,,,,,,,,,,
12110000000,CA,LUCA MORI,,,,-,-,,,,,
12110000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
12110000000,XX,,,,,,,,,,,
12110000000,CA,GIORGIO SILLI,,,,-,-,,,,,
12110000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
12110000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
12110000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
12110000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
12110000000,XX,,,,,,,,,,,
12110000000,CA,CARLOTTA MORI,,,,-,-,,,,,
12110000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
12110000000,XX,,,,,,,,,,,
12110000000,CA,YANA CHIARA EHM,,,,-,-,,,,,
12110000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
12110000000,XX,,,,,,,,,,,
12110000000,CA,ALESSANDRO BONACCHI,,,,-,-,,,,,
12110000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12110000000,XX,,,,,,,,,,,
12110000000,CA,ENRICO ZANIERI,,,,-,-,,,,,
12110000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
12110000000,XX,,,,,,,,,,,
12110000000,CA,CLAUDIO VITULLI,,,,-,-,,,,,
12110000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12110000000,XX,,,,,,,,,,,
12110000000,CA,BENEDETTO DELLA VEDOVA,,,,-,-,,,,,
12110000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12110000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
12110000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
12110000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
12110000000,XX,,,,,,,,,,,
12110000000,TU,Uninominale,,,,-,-,,,,,
12110000000,TP,Proporzionale,,,,-,-,,-,,,
12120000000,CA,GIULIA MIGLIORINI,,,,-,-,,,,,
12120000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
12120000000,XX,,,,,,,,,,,
12120000000,CA,ARIANNA BENIGNI,,,,-,-,,,,,
12120000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
12120000000,XX,,,,,,,,,,,
12120000000,CA,MAURIZIO CARRARA,,,,-,-,,,,,
12120000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
12120000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
12120000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
12120000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
12120000000,XX,,,,,,,,,,,
12120000000,CA,MARIA GRAZIA SANSARELLO,,,,-,-,,,,,
12120000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
12120000000,XX,,,,,,,,,,,
12120000000,CA,SANDRA MAGNANI,,,,-,-,,,,,
12120000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
12120000000,XX,,,,,,,,,,,
12120000000,CA,GIULIA PONTI,,,,-,-,,,,,
12120000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12120000000,XX,,,,,,,,,,,
12120000000,CA,ROBERTO BARDI,,,,-,-,,,,,
12120000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
12120000000,XX,,,,,,,,,,,
12120000000,CA,ANNA DEL GUERRA,,,,-,-,,,,,
12120000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12120000000,XX,,,,,,,,,,,
12120000000,CA,EDOARDO FANUCCI,,,,-,-,,,,,
12120000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12120000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
12120000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
12120000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
12120000000,XX,,,,,,,,,,,
12120000000,TU,Uninominale,,,,-,-,,,,,
12120000000,TP,Proporzionale,,,,-,-,,-,,,
12130000000,CA,DEBORAH BERGAMINI,,,,48,"50,00",,,,,
12130000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,23,"26,43",,,23,"26,43",
12130000000,LI,,24-20180304000000-11367-0.png,LEGA,,19,"21,83",,,19,"21,83",
12130000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,3,"3,44",,,3,"3,44",
12130000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,1,"1,14",,,1,"1,14",
12130000000,XX,,,,,,,,,,,
12130000000,CA,ADRIANO SIMONCINI,,,,23,"23,95",,,,,
12130000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,22,"25,28",,,22,"25,28",
12130000000,XX,,,,,,,,,,,
12130000000,CA,COSIMO MARIA FERRI,,,,21,"21,87",,,,,
12130000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,14,"16,09",,,14,"16,09",
12130000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,2,"2,29",,,2,"2,29",
12130000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,1,"1,14",,,1,"1,14",
12130000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12130000000,XX,,,,,,,,,,,
12130000000,CA,CHIARA GELONI,,,,1,"1,04",,,,,
12130000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,1,"1,14",,,1,"1,14",
12130000000,XX,,,,,,,,,,,
12130000000,CA,MARCO BONDIELLI,,,,1,"1,04",,,,,
12130000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,1,"1,14",,,1,"1,14",
12130000000,XX,,,,,,,,,,,
12130000000,CA,SILVANO LAZZINI,,,,1,"1,04",,,,,
12130000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12130000000,XX,,,,,,,,,,,
12130000000,CA,ANDREA MASSETANI,,,,1,"1,04",,,,,
12130000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
12130000000,XX,,,,,,,,,,,
12130000000,CA,LEONARDO CABRAS,,,,-,-,,,,,
12130000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
12130000000,XX,,,,,,,,,,,
12130000000,CA,STEFANO SIGALI,,,,-,-,,,,,
12130000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12130000000,XX,,,,,,,,,,,
12130000000,TU,Uninominale,,,,96,"100,00",,,,,
12130000000,TP,Proporzionale,,,,87,"100,00",,"100,00",,,
12140000000,CA,FABIO BARSANTI,,,,-,-,,,,,
12140000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
12140000000,XX,,,,,,,,,,,
12140000000,CA,CECILIA CARMASSI,,,,-,-,,,,,
12140000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
12140000000,XX,,,,,,,,,,,
12140000000,CA,RICCARDO ZUCCONI,,,,-,-,,,,,
12140000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
12140000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
12140000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
12140000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
12140000000,XX,,,,,,,,,,,
12140000000,CA,EMILIANO MARI,,,,-,-,,,,,
12140000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
12140000000,XX,,,,,,,,,,,
12140000000,CA,PIERO LANDI,,,,-,-,,,,,
12140000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
12140000000,XX,,,,,,,,,,,
12140000000,CA,LUNA CADDEO,,,,-,-,,,,,
12140000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12140000000,XX,,,,,,,,,,,
12140000000,CA,KATIUSCIA MARCHETTI,,,,-,-,,,,,
12140000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
12140000000,XX,,,,,,,,,,,
12140000000,CA,MAURO DOMENICI,,,,-,-,,,,,
12140000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12140000000,XX,,,,,,,,,,,
12140000000,CA,STEFANO BACCELLI,,,,-,-,,,,,
12140000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12140000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
12140000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
12140000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
12140000000,XX,,,,,,,,,,,
12140000000,TU,Uninominale,,,,-,-,,,,,
12140000000,TP,Proporzionale,,,,-,-,,-,,,
12210000000,CA,GIANLUCA VILLANI,,,,-,-,,,,,
12210000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
12210000000,XX,,,,,,,,,,,
12210000000,CA,NICOLA SIGHINOLFI,,,,-,-,,,,,
12210000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
12210000000,XX,,,,,,,,,,,
12210000000,CA,NICOLA FRATOIANNI,,,,-,-,,,,,
12210000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
12210000000,XX,,,,,,,,,,,
12210000000,CA,EDOARDO ZIELLO,,,,-,-,,,,,
12210000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
12210000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
12210000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
12210000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
12210000000,XX,,,,,,,,,,,
12210000000,CA,SIMONE GROSSI,,,,-,-,,,,,
12210000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
12210000000,XX,,,,,,,,,,,
12210000000,CA,LAURA PALAGINI,,,,-,-,,,,,
12210000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
12210000000,XX,,,,,,,,,,,
12210000000,CA,EMANUELA GRIFONI,,,,-,-,,,,,
12210000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12210000000,XX,,,,,,,,,,,
12210000000,CA,PAOLO CASOLE,,,,-,-,,,,,
12210000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
12210000000,XX,,,,,,,,,,,
12210000000,CA,ROBERTO MURA,,,,-,-,,,,,
12210000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12210000000,XX,,,,,,,,,,,
12210000000,CA,LUCIA CIAMPI,,,,-,-,,,,,
12210000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12210000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
12210000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
12210000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
12210000000,XX,,,,,,,,,,,
12210000000,TU,Uninominale,,,,-,-,,,,,
12210000000,TP,Proporzionale,,,,-,-,,-,,,
12220000000,CA,MARCO GIANNOTTI,,,,-,-,,,,,
12220000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
12220000000,XX,,,,,,,,,,,
12220000000,CA,MARINELLA MARIANI,,,,-,-,,,,,
12220000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
12220000000,XX,,,,,,,,,,,
12220000000,CA,SERENA CORTECCI,,,,-,-,,,,,
12220000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
12220000000,XX,,,,,,,,,,,
12220000000,CA,DONATELLA LEGNAIOLI,,,,-,-,,,,,
12220000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
12220000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
12220000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
12220000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
12220000000,XX,,,,,,,,,,,
12220000000,CA,MARIA ROSARIA PAGANO,,,,-,-,,,,,
12220000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
12220000000,XX,,,,,,,,,,,
12220000000,CA,GLORIA VIZZINI,,,,-,-,,,,,
12220000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
12220000000,XX,,,,,,,,,,,
12220000000,CA,STEFANO LIBERATI,,,,-,-,,,,,
12220000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12220000000,XX,,,,,,,,,,,
12220000000,CA,MARZIA DURANTI,,,,-,-,,,,,
12220000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
12220000000,XX,,,,,,,,,,,
12220000000,CA,ROMINA GIACOMINI,,,,-,-,,,,,
12220000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12220000000,XX,,,,,,,,,,,
12220000000,CA,SUSANNA CENNI,,,,-,-,,,,,
12220000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12220000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
12220000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
12220000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
12220000000,XX,,,,,,,,,,,
12220000000,TU,Uninominale,,,,-,-,,,,,
12220000000,TP,Proporzionale,,,,-,-,,-,,,
12230000000,CA,PAOLA GIACCO,,,,-,-,,,,,
12230000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
12230000000,XX,,,,,,,,,,,
12230000000,CA,FRANCESCO SALERNO,,,,-,-,,,,,
12230000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
12230000000,XX,,,,,,,,,,,
12230000000,CA,FABRIZIO PUCCI,,,,-,-,,,,,
12230000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
12230000000,XX,,,,,,,,,,,
12230000000,CA,LORENZO GASPERINI,,,,-,-,,,,,
12230000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
12230000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
12230000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
12230000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
12230000000,XX,,,,,,,,,,,
12230000000,CA,ALDO MEZZALANA,,,,-,-,,,,,
12230000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
12230000000,XX,,,,,,,,,,,
12230000000,CA,GIULIO LA ROSA,,,,-,-,,,,,
12230000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
12230000000,XX,,,,,,,,,,,
12230000000,CA,VALENTINA BARALE,,,,-,-,,,,,
12230000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12230000000,XX,,,,,,,,,,,
12230000000,CA,CAOLI BERNI,,,,-,-,,,,,
12230000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
12230000000,XX,,,,,,,,,,,
12230000000,CA,GIROLAMO ANGELO BUTERA,,,,-,-,,,,,
12230000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12230000000,XX,,,,,,,,,,,
12230000000,CA,ANDREA ROMANO,,,,-,-,,,,,
12230000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12230000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
12230000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
12230000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
12230000000,XX,,,,,,,,,,,
12230000000,TU,Uninominale,,,,-,-,,,,,
12230000000,TP,Proporzionale,,,,-,-,,-,,,
12310000000,CA,SAVERIO DI GIULIO,,,,-,-,,,,,
12310000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
12310000000,XX,,,,,,,,,,,
12310000000,CA,CHIARA PANNULLO,,,,-,-,,,,,
12310000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
12310000000,XX,,,,,,,,,,,
12310000000,CA,SANDRA GESUALDI,,,,-,-,,,,,
12310000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
12310000000,XX,,,,,,,,,,,
12310000000,CA,CARMEN LETIZIA GIORGIANNI,,,,-,-,,,,,
12310000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
12310000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
12310000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
12310000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
12310000000,XX,,,,,,,,,,,
12310000000,CA,ALFONSO BONAFEDE,,,,-,-,,,,,
12310000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
12310000000,XX,,,,,,,,,,,
12310000000,CA,LORENZO PALANDRI,,,,-,-,,,,,
12310000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12310000000,XX,,,,,,,,,,,
12310000000,CA,ANNALISA SETTESOLDI,,,,-,-,,,,,
12310000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
12310000000,XX,,,,,,,,,,,
12310000000,CA,ENRICO FINETTI,,,,-,-,,,,,
12310000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12310000000,XX,,,,,,,,,,,
12310000000,CA,GABRIELE TOCCAFONDI,,,,-,-,,,,,
12310000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12310000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
12310000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
12310000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
12310000000,XX,,,,,,,,,,,
12310000000,TU,Uninominale,,,,-,-,,,,,
12310000000,TP,Proporzionale,,,,-,-,,-,,,
12320000000,CA,LEONARDO GRAZIANI,,,,-,-,,,,,
12320000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
12320000000,XX,,,,,,,,,,,
12320000000,CA,DAVIDE RICCI,,,,-,-,,,,,
12320000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
12320000000,XX,,,,,,,,,,,
12320000000,CA,FILIPPO FOSSATI,,,,-,-,,,,,
12320000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
12320000000,XX,,,,,,,,,,,
12320000000,CA,CLAUDIA DOMINICI,,,,-,-,,,,,
12320000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
12320000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
12320000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
12320000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
12320000000,XX,,,,,,,,,,,
12320000000,CA,SABRINA MONTAGUTI,,,,-,-,,,,,
12320000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
12320000000,XX,,,,,,,,,,,
12320000000,CA,ERICA MASSA,,,,-,-,,,,,
12320000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12320000000,XX,,,,,,,,,,,
12320000000,CA,MARCO RIZZO,,,,-,-,,,,,
