collegioPlurinominale,tipo_riga,cand_descr_riga,img_lista,descr_lista,link_cand_lista,voti,perc,eletto,perc_voti_liste,cifra_el,perc_cifra_el,seggi
12320000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
12320000000,XX,,,,,,,,,,,
12320000000,CA,EMANUELA SARTORI,,,,-,-,,,,,
12320000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12320000000,XX,,,,,,,,,,,
12320000000,CA,ROSA MARIA DI GIORGI,,,,-,-,,,,,
12320000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12320000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
12320000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
12320000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
12320000000,XX,,,,,,,,,,,
12320000000,TU,Uninominale,,,,-,-,,,,,
12320000000,TP,Proporzionale,,,,-,-,,-,,,
12330000000,CA,CHIARA AMBRA ROMANO,,,,-,-,,,,,
12330000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
12330000000,XX,,,,,,,,,,,
12330000000,CA,FRANCESCO VACCA,,,,-,-,,,,,
12330000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
12330000000,XX,,,,,,,,,,,
12330000000,CA,SERENA PILLOZZI,,,,-,-,,,,,
12330000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
12330000000,XX,,,,,,,,,,,
12330000000,CA,MANOLA AIAZZI,,,,-,-,,,,,
12330000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
12330000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
12330000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
12330000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
12330000000,XX,,,,,,,,,,,
12330000000,CA,GIROLAMO COFFARI DI GILFERRARO DETTO ANDREA,,,,-,-,,,,,
12330000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
12330000000,XX,,,,,,,,,,,
12330000000,CA,ANDREA BECATTINI,,,,-,-,,,,,
12330000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12330000000,XX,,,,,,,,,,,
12330000000,CA,SABRINA CRISTALLO,,,,-,-,,,,,
12330000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
12330000000,XX,,,,,,,,,,,
12330000000,CA,LUCIANO COLLOTTO,,,,-,-,,,,,
12330000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12330000000,XX,,,,,,,,,,,
12330000000,CA,ROBERTO GIACHETTI,,,,-,-,,,,,
12330000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12330000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
12330000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
12330000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
12330000000,XX,,,,,,,,,,,
12330000000,TU,Uninominale,,,,-,-,,,,,
12330000000,TP,Proporzionale,,,,-,-,,-,,,
12340000000,CA,FEDERICA FUSINATO,,,,-,-,,,,,
12340000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
12340000000,XX,,,,,,,,,,,
12340000000,CA,SARA TOCCAFONDI,,,,-,-,,,,,
12340000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
12340000000,XX,,,,,,,,,,,
12340000000,CA,DENISE LATINI,,,,-,-,,,,,
12340000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
12340000000,XX,,,,,,,,,,,
12340000000,CA,SONIA CIRAOLO,,,,-,-,,,,,
12340000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
12340000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
12340000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
12340000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
12340000000,XX,,,,,,,,,,,
12340000000,CA,RENATO SCALIA,,,,-,-,,,,,
12340000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
12340000000,XX,,,,,,,,,,,
12340000000,CA,FRIDA NACINOVICH,,,,-,-,,,,,
12340000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12340000000,XX,,,,,,,,,,,
12340000000,CA,AMBRA RONCUCCI,,,,-,-,,,,,
12340000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
12340000000,XX,,,,,,,,,,,
12340000000,CA,LUCIA PASCUCCI,,,,-,-,,,,,
12340000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12340000000,XX,,,,,,,,,,,
12340000000,CA,LUCA LOTTI,,,,-,-,,,,,
12340000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12340000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
12340000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
12340000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
12340000000,XX,,,,,,,,,,,
12340000000,TU,Uninominale,,,,-,-,,,,,
12340000000,TP,Proporzionale,,,,-,-,,-,,,
12410000000,CA,SILVIA NERI,,,,-,-,,,,,
12410000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
12410000000,XX,,,,,,,,,,,
12410000000,CA,GIUSEPPE MAZZOLI,,,,-,-,,,,,
12410000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
12410000000,XX,,,,,,,,,,,
12410000000,CA,IVANO FERRI,,,,-,-,,,,,
12410000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
12410000000,XX,,,,,,,,,,,
12410000000,CA,FELICE MAURIZIO D'ETTORE,,,,-,-,,,,,
12410000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
12410000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
12410000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
12410000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
12410000000,XX,,,,,,,,,,,
12410000000,CA,VINCENZO ZICCARDI,,,,-,-,,,,,
12410000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
12410000000,XX,,,,,,,,,,,
12410000000,CA,LUCIO BIANCHI,,,,-,-,,,,,
12410000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
12410000000,XX,,,,,,,,,,,
12410000000,CA,MAURO MESCHINI,,,,-,-,,,,,
12410000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12410000000,XX,,,,,,,,,,,
12410000000,CA,SALVATORE CATELLO,,,,-,-,,,,,
12410000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
12410000000,XX,,,,,,,,,,,
12410000000,CA,ANNALISA CAPPELLETTI,,,,-,-,,,,,
12410000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12410000000,XX,,,,,,,,,,,
12410000000,CA,MARCO DONATI,,,,-,-,,,,,
12410000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12410000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
12410000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
12410000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
12410000000,XX,,,,,,,,,,,
12410000000,TU,Uninominale,,,,-,-,,,,,
12410000000,TP,Proporzionale,,,,-,-,,-,,,
12420000000,CA,PIETRO CARLO PADOAN,,,,112,"58,63",,,,,
12420000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,108,"57,44",,,108,"57,44",
12420000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,3,"1,59",,,3,"1,59",
12420000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12420000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
12420000000,XX,,,,,,,,,,,
12420000000,CA,CLAUDIO BORGHI,,,,54,"28,27",,,,,
12420000000,LI,,24-20180304000000-11367-0.png,LEGA,,35,"18,61",,,35,"18,61",
12420000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,14,"7,44",,,14,"7,44",
12420000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,2,"1,06",,,2,"1,06",
12420000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,2,"1,06",,,2,"1,06",
12420000000,XX,,,,,,,,,,,
12420000000,CA,LEONARDO FRANCI,,,,14,"7,32",,,,,
12420000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,13,"6,91",,,13,"6,91",
12420000000,XX,,,,,,,,,,,
12420000000,CA,FULVIO MANCUSO,,,,8,"4,18",,,,,
12420000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,8,"4,25",,,8,"4,25",
12420000000,XX,,,,,,,,,,,
12420000000,CA,NICOLA BETTOLLINI,,,,2,"1,04",,,,,
12420000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,2,"1,06",,,2,"1,06",
12420000000,XX,,,,,,,,,,,
12420000000,CA,MARZIO FUCITO,,,,1,"0,52",,,,,
12420000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,1,"0,53",,,1,"0,53",
12420000000,XX,,,,,,,,,,,
12420000000,CA,BARBARA PECCHIOLI,,,,-,-,,,,,
12420000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
12420000000,XX,,,,,,,,,,,
12420000000,CA,ALESSANDRO DOLCI,,,,-,-,,,,,
12420000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
12420000000,XX,,,,,,,,,,,
12420000000,CA,ELENA GOLINI,,,,-,-,,,,,
12420000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12420000000,XX,,,,,,,,,,,
12420000000,CA,STEFANO CLAUDI,,,,-,-,,,,,
12420000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12420000000,XX,,,,,,,,,,,
12420000000,TU,Uninominale,,,,191,"100,00",,,,,
12420000000,TP,Proporzionale,,,,188,"100,00",,"100,00",,,
12430000000,CA,GINO TORNUSCIOLO,,,,-,-,,,,,
12430000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
12430000000,XX,,,,,,,,,,,
12430000000,CA,ALESSIO FLORIANO LEO,,,,-,-,,,,,
12430000000,LI,,24-20180304000000-11377-0.png,PER UNA SINISTRA RIVOLUZIONARIA,,-,-,,,-,-,
12430000000,XX,,,,,,,,,,,
12430000000,CA,ALESSANDRO BRUNINI,,,,-,-,,,,,
12430000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
12430000000,XX,,,,,,,,,,,
12430000000,CA,MARIO LOLINI,,,,-,-,,,,,
12430000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
12430000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
12430000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
12430000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
12430000000,XX,,,,,,,,,,,
12430000000,CA,VALENTINA BUCCHI,,,,-,-,,,,,
12430000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
12430000000,XX,,,,,,,,,,,
12430000000,CA,CATERINA ORLANDI,,,,-,-,,,,,
12430000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
12430000000,XX,,,,,,,,,,,
12430000000,CA,MASSIMO CINI,,,,-,-,,,,,
12430000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
12430000000,XX,,,,,,,,,,,
12430000000,CA,ALESSANDRA SALVATERRA,,,,-,-,,,,,
12430000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
12430000000,XX,,,,,,,,,,,
12430000000,CA,MANOLA FINETTI,,,,-,-,,,,,
12430000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
12430000000,XX,,,,,,,,,,,
12430000000,CA,LEONARDO MARRAS,,,,-,-,,,,,
12430000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
12430000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
12430000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
12430000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
12430000000,XX,,,,,,,,,,,
12430000000,TU,Uninominale,,,,-,-,,,,,
12430000000,TP,Proporzionale,,,,-,-,,-,,,
13110000000,CA,ANTONIO LEONARDO RIBECCO,,,,-,-,,,,,
13110000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
13110000000,XX,,,,,,,,,,,
13110000000,CA,RITA RONCELLA,,,,-,-,,,,,
13110000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
13110000000,XX,,,,,,,,,,,
13110000000,CA,VALENTINA SALICARI,,,,-,-,,,,,
13110000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
13110000000,XX,,,,,,,,,,,
13110000000,CA,ANDREA MAZZONI,,,,-,-,,,,,
13110000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
13110000000,XX,,,,,,,,,,,
13110000000,CA,ISABELLA MARCHINO,,,,-,-,,,,,
13110000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
13110000000,XX,,,,,,,,,,,
13110000000,CA,LEONARDO RANIERI TRIULZI,,,,-,-,,,,,
13110000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
13110000000,XX,,,,,,,,,,,
13110000000,CA,CLAUDIO IACONO,,,,-,-,,,,,
13110000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
13110000000,XX,,,,,,,,,,,
13110000000,CA,GIACOMO LEONELLO LEONELLI,,,,-,-,,,,,
13110000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
13110000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
13110000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
13110000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
13110000000,XX,,,,,,,,,,,
13110000000,CA,MARZIO PRESCIUTTI CINTI,,,,-,-,,,,,
13110000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
13110000000,XX,,,,,,,,,,,
13110000000,CA,PAOLA GIANNETAKIS,,,,-,-,,,,,
13110000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
13110000000,XX,,,,,,,,,,,
13110000000,CA,LEOPOLDO SALVATORI DETTO LEO,,,,-,-,,,,,
13110000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
13110000000,XX,,,,,,,,,,,
13110000000,CA,EMANUELE PRISCO,,,,-,-,,,,,
13110000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
13110000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
13110000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
13110000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
13110000000,XX,,,,,,,,,,,
13110000000,TU,Uninominale,,,,-,-,,,,,
13110000000,TP,Proporzionale,,,,-,-,,-,,,
13120000000,CA,FRANCESCO SAVERIO ANDREANI,,,,-,-,,,,,
13120000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
13120000000,XX,,,,,,,,,,,
13120000000,CA,GLORIA MARSILIANI,,,,-,-,,,,,
13120000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
13120000000,XX,,,,,,,,,,,
13120000000,CA,YURI DI BENEDETTO,,,,-,-,,,,,
13120000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
13120000000,XX,,,,,,,,,,,
13120000000,CA,ROSSELLA MURONI,,,,-,-,,,,,
13120000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
13120000000,XX,,,,,,,,,,,
13120000000,CA,LUCA CECCARELLI,,,,-,-,,,,,
13120000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
13120000000,XX,,,,,,,,,,,
13120000000,CA,DILETTA BRUDAGLIO,,,,-,-,,,,,
13120000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
13120000000,XX,,,,,,,,,,,
13120000000,CA,PAOLA CALDARELLI,,,,-,-,,,,,
13120000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
13120000000,XX,,,,,,,,,,,
13120000000,CA,GIANPIERO BOCCI,,,,-,-,,,,,
13120000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
13120000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
13120000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
13120000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
13120000000,XX,,,,,,,,,,,
13120000000,CA,VALENTINA PRIORELLI,,,,-,-,,,,,
13120000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
13120000000,XX,,,,,,,,,,,
13120000000,CA,GINO DI MANICI PROIETTI,,,,-,-,,,,,
13120000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
13120000000,XX,,,,,,,,,,,
13120000000,CA,ROBERTA CONTICIANI,,,,-,-,,,,,
13120000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
13120000000,XX,,,,,,,,,,,
13120000000,CA,RICCARDO AUGUSTO MARCHETTI,,,,-,-,,,,,
13120000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
13120000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
13120000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
13120000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
13120000000,XX,,,,,,,,,,,
13120000000,TU,Uninominale,,,,-,-,,,,,
13120000000,TP,Proporzionale,,,,-,-,,-,,,
13130000000,CA,PAOLA CAPOGROSSI,,,,-,-,,,,,
13130000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
13130000000,XX,,,,,,,,,,,
13130000000,CA,FEDERICO SALVATI,,,,-,-,,,,,
13130000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
13130000000,XX,,,,,,,,,,,
13130000000,CA,FILIPPO CAPPONI BRUNETTI,,,,-,-,,,,,
13130000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
13130000000,XX,,,,,,,,,,,
13130000000,CA,ANTONIO IANNONI,,,,-,-,,,,,
13130000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
13130000000,XX,,,,,,,,,,,
13130000000,CA,EMILIANO CAMUZZI,,,,-,-,,,,,
13130000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
13130000000,XX,,,,,,,,,,,
13130000000,CA,STEFANO BEI ANGELONI,,,,-,-,,,,,
13130000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
13130000000,XX,,,,,,,,,,,
13130000000,CA,DIEGO ESPOSITO,,,,-,-,,,,,
13130000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
13130000000,XX,,,,,,,,,,,
13130000000,CA,CESARE DAMIANO,,,,-,-,,,,,
13130000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
13130000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
13130000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
13130000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
13130000000,XX,,,,,,,,,,,
13130000000,CA,DANIELE BRAVI,,,,-,-,,,,,
13130000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
13130000000,XX,,,,,,,,,,,
13130000000,CA,LUCIO RICCETTI,,,,-,-,,,,,
13130000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
13130000000,XX,,,,,,,,,,,
13130000000,CA,ROBERTA SCARABATTOLI,,,,-,-,,,,,
13130000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
13130000000,XX,,,,,,,,,,,
13130000000,CA,RAFFAELE NEVI,,,,-,-,,,,,
13130000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
13130000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
13130000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
13130000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
13130000000,XX,,,,,,,,,,,
13130000000,TU,Uninominale,,,,-,-,,,,,
13130000000,TP,Proporzionale,,,,-,-,,-,,,
14110000000,CA,EMILIANO CELLI,,,,-,-,,,,,
14110000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
14110000000,XX,,,,,,,,,,,
14110000000,CA,ANDREA QUAGLIETTI,,,,-,-,,,,,
14110000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
14110000000,XX,,,,,,,,,,,
14110000000,CA,GABRIELE MARCOZZI,,,,-,-,,,,,
14110000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
14110000000,XX,,,,,,,,,,,
14110000000,CA,PIERO MARAVALLI,,,,-,-,,,,,
14110000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
14110000000,XX,,,,,,,,,,,
14110000000,CA,MARCO FIORAVANTI,,,,-,-,,,,,
14110000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
14110000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
14110000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
14110000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
14110000000,XX,,,,,,,,,,,
14110000000,CA,PIER PAOLO FLAMMINI,,,,-,-,,,,,
14110000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
14110000000,XX,,,,,,,,,,,
14110000000,CA,GIORGIO FERRETTI,,,,-,-,,,,,
14110000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
14110000000,XX,,,,,,,,,,,
14110000000,CA,ALESSANDRO RACCICHINI,,,,-,-,,,,,
14110000000,LI,,24-20180304000000-11400-0.png,LISTA DEL POPOLO PER LA COSTITUZIONE,,-,-,,,-,-,
14110000000,XX,,,,,,,,,,,
14110000000,CA,ANTIMO DI FRANCESCO,,,,-,-,,,,,
14110000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
14110000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
14110000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
14110000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
14110000000,XX,,,,,,,,,,,
14110000000,CA,ROBERTO CATALDI,,,,-,-,,,,,
14110000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
14110000000,XX,,,,,,,,,,,
14110000000,TU,Uninominale,,,,-,-,,,,,
14110000000,TP,Proporzionale,,,,-,-,,-,,,
14120000000,CA,MAURIZIO GIUSEPPONI,,,,-,-,,,,,
14120000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
14120000000,XX,,,,,,,,,,,
14120000000,CA,RUZA ANIC,,,,-,-,,,,,
14120000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
14120000000,XX,,,,,,,,,,,
14120000000,CA,DANIELE ROSSINI,,,,-,-,,,,,
14120000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
14120000000,XX,,,,,,,,,,,
14120000000,CA,GIUSEPPE COGNIGNI,,,,-,-,,,,,
