Lista;Regione;Collegio Plurinominale;Collegio Uninominale;Numero Candidato;Candidato
PARTITO DEMOCRATICO;SICILIA;SICILIA - 01;03 - MARSALA;7;RUGGIRELLO PAOLO
PARTITO DEMOCRATICO;SICILIA;SICILIA - 01;04 - AGRIGENTO;7;IACONO MARIA
PARTITO DEMOCRATICO;SICILIA;SICILIA - 01;05 - GELA;7;PETITTO ANNALISA MARIA
PARTITO DEMOCRATICO;SICILIA;SICILIA - 02;06 - MESSINA;7;D'AMORE FABIO
PARTITO DEMOCRATICO;SICILIA;SICILIA - 02;07 - ACIREALE;7;BURTONE GIOVANNI MARIO SALVINO
PARTITO DEMOCRATICO;SICILIA;SICILIA - 02;08 - CATANIA;7;SUDANO VALERIA CARMELA MARIA
PARTITO DEMOCRATICO;SICILIA;SICILIA - 02;09 - SIRACUSA;7;FURNARI MARIA ALESSANDRA
PARTITO DEMOCRATICO;TOSCANA;TOSCANA - 01;01 - FIRENZE ;10;RENZI MATTEO
PARTITO DEMOCRATICO;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;10;PARRINI DARIO
PARTITO DEMOCRATICO;TOSCANA;TOSCANA - 01;03 - PRATO;10;BINI CATERINA
PARTITO DEMOCRATICO;TOSCANA;TOSCANA - 01;05 - LUCCA;10;MARCUCCI ANDREA
PARTITO DEMOCRATICO;TOSCANA;TOSCANA - 02;04 - AREZZO;10;NENCINI RICCARDO
PARTITO DEMOCRATICO;TOSCANA;TOSCANA - 02;06 - PISA;10;FEDELI VALERIA
PARTITO DEMOCRATICO;TOSCANA;TOSCANA - 02;07 - LIVORNO;10;VELO SILVIA
PARTITO DEMOCRATICO;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;01 - BOLZANO/BOZEN;2;BRESSA GIANCLAUDIO
PARTITO DEMOCRATICO;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;02 - MERANO/MERAN;3;AGNELLI PETRA
PARTITO DEMOCRATICO;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;03 - BRESSANONE/BRIXEN;3;PRADER RENATE
PARTITO DEMOCRATICO;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;04 - TRENTO;1;PANIZZA FRANCO
PARTITO DEMOCRATICO;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;05 - ROVERETO;2;MELLARINI TIZIANO
PARTITO DEMOCRATICO;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;06 - PERGINE VALSUGANA;2;STENICO ELEONORA
PARTITO DEMOCRATICO;UMBRIA;UMBRIA - 01;01 - PERUGIA;5;GIULIETTI GIAMPIERO
PARTITO DEMOCRATICO;UMBRIA;UMBRIA - 01;02 - TERNI;5;MIGNOZZETTI SIMONETTA
PARTITO DEMOCRATICO;VENETO;VENETO - 01;01 - VENEZIA;6;FERRAZZI ANDREA
PARTITO DEMOCRATICO;VENETO;VENETO - 01;02 - BELLUNO;6;PUPPATO LAURA
PARTITO DEMOCRATICO;VENETO;VENETO - 01;03 - TREVISO;6;GIANELLONI ISABELLA
PARTITO DEMOCRATICO;VENETO;VENETO - 01;04 - ROVIGO;6;BARETTA PIER PAOLO
PARTITO DEMOCRATICO;VENETO;VENETO - 02;05 - PADOVA;6;BISATO LUIGI DETTO ALESSANDRO
PARTITO DEMOCRATICO;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;6;SANTINI GIORGIO
PARTITO DEMOCRATICO;VENETO;VENETO - 02;07 - VICENZA;6;SBROLLINI DANIELA
PARTITO DEMOCRATICO;VENETO;VENETO - 02;08 - VERONA;6;ZAGO GIOVANNA
PARTITO DEMOCRATICO;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;6;FACINCANI MAURIZIO
PARTITO REPUBBLICANO ITALIANO - ALA;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;2;RUSSO AGNESE
PARTITO REPUBBLICANO ITALIANO - ALA;CAMPANIA;CAMPANIA - 01;02 - CASERTA;2;GADOLA ARNALDO
PARTITO REPUBBLICANO ITALIANO - ALA;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;2;MANGANIELLO LUIGI
PARTITO REPUBBLICANO ITALIANO - ALA;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;2;SPAVONE ANNA
PARTITO REPUBBLICANO ITALIANO - ALA;CAMPANIA;CAMPANIA - 02;06 - CASORIA;2;SARNATARO GENNARO
PARTITO REPUBBLICANO ITALIANO - ALA;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;2;PALUMBO ALFREDO
PARTITO REPUBBLICANO ITALIANO - ALA;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;2;MOSCARELLA ANTONIETTA
PARTITO REPUBBLICANO ITALIANO - ALA;CAMPANIA;CAMPANIA - 03;05 - PORTICI;2;SPERANZA MARIA ROSARIA
PARTITO REPUBBLICANO ITALIANO - ALA;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;2;FARO CIRO
PARTITO REPUBBLICANO ITALIANO - ALA;CAMPANIA;CAMPANIA - 03;10 - SALERNO;2;FALANGA CAROLINA
PARTITO REPUBBLICANO ITALIANO - ALA;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;2;PLAITANO FRANCESCO
PARTITO REPUBBLICANO ITALIANO - ALA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;3;SEVERI DEA ANGELA
PARTITO REPUBBLICANO ITALIANO - ALA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;3;BABINI LUISA
PARTITO REPUBBLICANO ITALIANO - ALA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;3;CASSANELLI PIETRO
PARTITO REPUBBLICANO ITALIANO - ALA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;3;FERRI OLINDO
PARTITO REPUBBLICANO ITALIANO - ALA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;3;BALLESTRAZZI PAOLO
PARTITO REPUBBLICANO ITALIANO - ALA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;3;LEONI SERGIO
PARTITO REPUBBLICANO ITALIANO - ALA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;3;BENASSI LUCA
PARTITO REPUBBLICANO ITALIANO - ALA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;3;CASTAGNETTI MONICA
PARTITO REPUBBLICANO ITALIANO - ALA;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;2;MOESCH GIUSEPPE
PARTITO REPUBBLICANO ITALIANO - ALA;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;2;COVELLO STEFANO
PARTITO REPUBBLICANO ITALIANO - ALA;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;2;POLINI MICHELE
PARTITO REPUBBLICANO ITALIANO - ALA;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;2;RINELLI DOMENICO
PARTITO REPUBBLICANO ITALIANO - ALA;LAZIO;LAZIO - 02;05 - VITERBO;2;ALTAMIRA MARIANA LINA
PARTITO REPUBBLICANO ITALIANO - ALA;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;2;CARBONI CLAUDIO
PARTITO REPUBBLICANO ITALIANO - ALA;LAZIO;LAZIO - 03;07 - FROSINONE;2;SINISI FRANCESCO
PARTITO REPUBBLICANO ITALIANO - ALA;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;2;GIORGI GIULIANA
PARTITO REPUBBLICANO ITALIANO - ALA;LAZIO;LAZIO - 03;09 - LATINA;2;DINI LEONARDO
PARTITO REPUBBLICANO ITALIANO - ALA;LAZIO;LAZIO - 03;10 - VELLETRI;2;FIAMMERI FIAMMETTA
PARTITO REPUBBLICANO ITALIANO - ALA;LIGURIA;LIGURIA - 01;01 - SAVONA;5;CIDALE MARZIA
PARTITO REPUBBLICANO ITALIANO - ALA;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;5;LANDUCCI STEFANIA
PARTITO REPUBBLICANO ITALIANO - ALA;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;5;GRAZZINI LIVIO ORLANDO
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;8;BIGLIERI PIETRO ALESSANDRO
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;8;ACERBI SIMONA
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;8;BONINI BARBARA
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 02;12 - BERGAMO;7;ROMANO MONICA
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 02;13 - TREVIGLIO;7;DI PRIMA MARIA PIA
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 02;14 - BRESCIA;7;SABATINO LUCIA
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 02;15 - LUMEZZANE;7;PEDRATTI ELISABETTA CARLA GIACOMINA
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;8;ODDENINO RUBEN
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;8;PALMIERI ANTONIO
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;8;ZERKAOUI MOUNIRA
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;8;GALLUZZI FERDINANDO
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;7;RUNCI CARMELO
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;8;MERCHIORI ENRICO
PARTITO REPUBBLICANO ITALIANO - ALA;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;8;PROTETTI RICCARDO
PARTITO REPUBBLICANO ITALIANO - ALA;MOLISE;MOLISE - 01;01 - CAMPOBASSO;4;LELLI RENATO
PARTITO REPUBBLICANO ITALIANO - ALA;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;10;PARROTTA PAOLA
PARTITO REPUBBLICANO ITALIANO - ALA;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;10;CORIGLIANO FORTUNATO
PARTITO REPUBBLICANO ITALIANO - ALA;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;10;BRIZIO LORIS
PARTITO REPUBBLICANO ITALIANO - ALA;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;10;LA ROSA FELICE
PARTITO REPUBBLICANO ITALIANO - ALA;PIEMONTE;PIEMONTE - 02;05 - NOVARA;10;TEDESCO ANTONIO
PARTITO REPUBBLICANO ITALIANO - ALA;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;10;LOAIZA MIRIAN
PARTITO REPUBBLICANO ITALIANO - ALA;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;10;GARAVENTA FABIO
PARTITO REPUBBLICANO ITALIANO - ALA;PIEMONTE;PIEMONTE - 02;08 - CUNEO;10;FERRARESE ANTONELLA
PARTITO REPUBBLICANO ITALIANO - ALA;PUGLIA;PUGLIA - 01;01 - BARI;11;CALABRESE VITO LEONARDO
PARTITO REPUBBLICANO ITALIANO - ALA;PUGLIA;PUGLIA - 01;02 - ALTAMURA;11;ALBERGO FRANCESCO
PARTITO REPUBBLICANO ITALIANO - ALA;PUGLIA;PUGLIA - 01;03 - ANDRIA;11;CARO TOMMASO
PARTITO REPUBBLICANO ITALIANO - ALA;PUGLIA;PUGLIA - 01;08 - FOGGIA;11;LANNUNZIATA SILVIO
PARTITO REPUBBLICANO ITALIANO - ALA;PUGLIA;PUGLIA - 02;04 - BRINDISI;11;FALCONE FRANCESCO
PARTITO REPUBBLICANO ITALIANO - ALA;PUGLIA;PUGLIA - 02;05 - LECCE;10;MONGELLI TERESA
PARTITO REPUBBLICANO ITALIANO - ALA;PUGLIA;PUGLIA - 02;06 - NARDÒ;11;SCAVO PASQUA
PARTITO REPUBBLICANO ITALIANO - ALA;PUGLIA;PUGLIA - 02;07 - TARANTO;11;PEZZOLLA CANDIDA
PARTITO REPUBBLICANO ITALIANO - ALA;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;10;DI FATTA PIETRO
PARTITO REPUBBLICANO ITALIANO - ALA;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;11;ALIBERTI FRANCESCO
PARTITO REPUBBLICANO ITALIANO - ALA;SICILIA;SICILIA - 01;03 - MARSALA;10;FOTI ELVIRA
PARTITO REPUBBLICANO ITALIANO - ALA;SICILIA;SICILIA - 01;04 - AGRIGENTO;11;MONDELLO CONCETTA
PARTITO REPUBBLICANO ITALIANO - ALA;SICILIA;SICILIA - 01;05 - GELA;11;MARTORANA VALERIO DOMENICO
PARTITO REPUBBLICANO ITALIANO - ALA;SICILIA;SICILIA - 02;06 - MESSINA;11;AMENDOLIA GIOVANNI
PARTITO REPUBBLICANO ITALIANO - ALA;SICILIA;SICILIA - 02;07 - ACIREALE;11;FERRARA LUCIA
PARTITO REPUBBLICANO ITALIANO - ALA;SICILIA;SICILIA - 02;08 - CATANIA;11;FINOCCHIARO AGATINO FILIPPO
PARTITO REPUBBLICANO ITALIANO - ALA;SICILIA;SICILIA - 02;09 - SIRACUSA;11;LA POSATA DANIELA
PARTITO REPUBBLICANO ITALIANO - ALA;UMBRIA;UMBRIA - 01;01 - PERUGIA;7;BARBETTI BRUNA MARIA
PARTITO REPUBBLICANO ITALIANO - ALA;UMBRIA;UMBRIA - 01;02 - TERNI;7;COLAIUDA SANDRO
PARTITO REPUBBLICANO ITALIANO - ALA;VENETO;VENETO - 01;01 - VENEZIA;3;SARTIN ROSALBA
PARTITO REPUBBLICANO ITALIANO - ALA;VENETO;VENETO - 01;02 - BELLUNO;3;CALZAVARA ANTONIO
PARTITO REPUBBLICANO ITALIANO - ALA;VENETO;VENETO - 01;03 - TREVISO;3;BASSAN EMANUELA
PARTITO REPUBBLICANO ITALIANO - ALA;VENETO;VENETO - 01;04 - ROVIGO;3;BONIOLO ALESSANDRO
PARTITO REPUBBLICANO ITALIANO - ALA;VENETO;VENETO - 02;05 - PADOVA;3;DI COSTANZO MARLENE
PARTITO REPUBBLICANO ITALIANO - ALA;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;3;ZOBOLI CLAUDIO
PARTITO REPUBBLICANO ITALIANO - ALA;VENETO;VENETO - 02;07 - VICENZA;3;REBATO MARIELLA
PARTITO REPUBBLICANO ITALIANO - ALA;VENETO;VENETO - 02;08 - VERONA;3;MELLA ANDREA
PARTITO REPUBBLICANO ITALIANO - ALA;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;3;FIORE EDOARDO
PARTITO VALORE UMANO;ABRUZZO;ABRUZZO - 01;01 - PESCARA;2;PAOLONE GIUSEPPE
PARTITO VALORE UMANO;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;2;PIERMARINI CARLA
PARTITO VALORE UMANO;CALABRIA;CALABRIA - 01;01 - CROTONE;11;TRICARICO ANTONIO
PARTITO VALORE UMANO;CALABRIA;CALABRIA - 01;02 - COSENZA;11;ALTOMARE TIZIANA
PARTITO VALORE UMANO;CALABRIA;CALABRIA - 01;03 - CATANZARO;11;AVERSA FRANCESCA
PARTITO VALORE UMANO;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;11;MANDALARI ANDREA
PARTITO VALORE UMANO;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;10;PANNONE RICCARDO
PARTITO VALORE UMANO;CAMPANIA;CAMPANIA - 01;02 - CASERTA;10;ORLANDO ANTONIO
PARTITO VALORE UMANO;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;10;CORMONS LUCIA
PARTITO VALORE UMANO;CAMPANIA;CAMPANIA - 03;05 - PORTICI;10;LIBERTI MAURIZIO
PARTITO VALORE UMANO;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;10;LIGUORO RAFFAELLA
PARTITO VALORE UMANO;CAMPANIA;CAMPANIA - 03;10 - SALERNO;10;MORINELLI ROSALBA
PARTITO VALORE UMANO;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;10;MAIESE FRANCESCO
PARTITO VALORE UMANO;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;3;MALUSA' MARCELLO
PARTITO VALORE UMANO;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;3;BALLALI FRANCESCA
PARTITO VALORE UMANO;LIGURIA;LIGURIA - 01;01 - SAVONA;11;MARENGO LUANA
PARTITO VALORE UMANO;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;11;MAKHLOUFI DONELLI CARLO
PARTITO VALORE UMANO;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;11;FADDA MATTEO
PARTITO VALORE UMANO;MARCHE;MARCHE - 01;01 - PESARO;9;GIOMMI ENRICO
PARTITO VALORE UMANO;MARCHE;MARCHE - 01;02 - ANCONA;9;DICHIARA LORETTA
PARTITO VALORE UMANO;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;9;NERONI GIUSEPPE
PARTITO VALORE UMANO;MOLISE;MOLISE - 01;01 - CAMPOBASSO;6;D'ANDREA ANNAMARIA
PARTITO VALORE UMANO;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;8;ROMANIA NICOLA GIOVANNI
PARTITO VALORE UMANO;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;8;PERINETTO PAOLA
PARTITO VALORE UMANO;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;8;BELLUCCA LUIGI RUBEN
PARTITO VALORE UMANO;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;8;CAMMARERI ROSALBA
PARTITO VALORE UMANO;PIEMONTE;PIEMONTE - 02;05 - NOVARA;8;BAUDO LORENZO
PARTITO VALORE UMANO;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;8;INGLESE ALESSANDRINA
PARTITO VALORE UMANO;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;8;FOTI RICCARDO
PARTITO VALORE UMANO;PIEMONTE;PIEMONTE - 02;08 - CUNEO;8;CONTE ANNA
PARTITO VALORE UMANO;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;9;ARGIOLAS MARIA GIUSTINA
PARTITO VALORE UMANO;SARDEGNA;SARDEGNA - 01;02 - NUORO;9;MACCIONI DINO
PARTITO VALORE UMANO;SARDEGNA;SARDEGNA - 01;03 - SASSARI;9;PAPASPYROPOULOS MARIE
PARTITO VALORE UMANO;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;6;BAIO ALFONSO
PARTITO VALORE UMANO;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;6;CATALDO DANIELA
PARTITO VALORE UMANO;SICILIA;SICILIA - 01;03 - MARSALA;6;GIORDANO CATERINA
PARTITO VALORE UMANO;SICILIA;SICILIA - 01;04 - AGRIGENTO;6;ARMANNO SABINA
PARTITO VALORE UMANO;SICILIA;SICILIA - 01;05 - GELA;6;LIPANI FABIO MARIA ROBERTO
PARTITO VALORE UMANO;SICILIA;SICILIA - 02;06 - MESSINA;6;BATTAGLIA ANTONINO
PARTITO VALORE UMANO;SICILIA;SICILIA - 02;07 - ACIREALE;6;ALIOTTA FLAVIO
PARTITO VALORE UMANO;SICILIA;SICILIA - 02;08 - CATANIA;6;CARRA' CLAUDIO
PARTITO VALORE UMANO;SICILIA;SICILIA - 02;09 - SIRACUSA;6;MORSO AMALIA
PARTITO VALORE UMANO;UMBRIA;UMBRIA - 01;01 - PERUGIA;1;VALENTINI FRANCO
PARTITO VALORE UMANO;UMBRIA;UMBRIA - 01;02 - TERNI;1;TRENTINI MANUELA
PARTITO VALORE UMANO;VALLE D'AOSTA;;VALLE D'AOSTA - 01;5;PREZZAVENTO ANNITA
PARTITO VALORE UMANO;VENETO;VENETO - 01;01 - VENEZIA;9;CALLEGARI MAURIZIO
PARTITO VALORE UMANO;VENETO;VENETO - 01;02 - BELLUNO;9;PERIN GRAZIANO
PARTITO VALORE UMANO;VENETO;VENETO - 01;03 - TREVISO;9;GIRARDI LANFRANCO
PARTITO VALORE UMANO;VENETO;VENETO - 01;04 - ROVIGO;9;MAGGIOLO CANDIDA
PARTITO VALORE UMANO;VENETO;VENETO - 02;05 - PADOVA;9;FERRARI EMANUELA
PARTITO VALORE UMANO;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;9;MAZZOCATO FABIO MAURO
PARTITO VALORE UMANO;VENETO;VENETO - 02;07 - VICENZA;9;DE ZORDO CARLA
PARTITO VALORE UMANO;VENETO;VENETO - 02;08 - VERONA;9;TODARO ANTONELLA
PARTITO VALORE UMANO;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;9;POMARI SABRINA
PATTO PER L'AUTONOMIA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;10;BASSO ELISABETTA
PATTO PER L'AUTONOMIA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;10;AVOLEDO TULLIO
PD-UV-UVP-EPAV;VALLE D'AOSTA;;VALLE D'AOSTA - 01;3;LANIÈCE ALBERT
PER UNA SINISTRA RIVOLUZIONARIA;CALABRIA;CALABRIA - 01;01 - CROTONE;13;VALDRIGHI MAURA
PER UNA SINISTRA RIVOLUZIONARIA;CALABRIA;CALABRIA - 01;02 - COSENZA;13;ALOISE MARIAGATA
PER UNA SINISTRA RIVOLUZIONARIA;CALABRIA;CALABRIA - 01;03 - CATANZARO;13;AROMA FRANCESCO
PER UNA SINISTRA RIVOLUZIONARIA;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;13;MESSINEO ANTONIO
PER UNA SINISTRA RIVOLUZIONARIA;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;9;PALUMBO ALFONSINA
PER UNA SINISTRA RIVOLUZIONARIA;CAMPANIA;CAMPANIA - 01;02 - CASERTA;9;ZIGNONE PAOLO
PER UNA SINISTRA RIVOLUZIONARIA;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;9;PETRACCA BENIAMINO
PER UNA SINISTRA RIVOLUZIONARIA;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;8;BARBAGALLO ANTONIO
PER UNA SINISTRA RIVOLUZIONARIA;CAMPANIA;CAMPANIA - 02;06 - CASORIA;8;MIRABELLI ARNALDO
PER UNA SINISTRA RIVOLUZIONARIA;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;8;FOSSATI FIAMMETTA
PER UNA SINISTRA RIVOLUZIONARIA;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;8;PIRO MASSIMILIANA
PER UNA SINISTRA RIVOLUZIONARIA;CAMPANIA;CAMPANIA - 03;05 - PORTICI;9;ALBANESE SAVERIA
PER UNA SINISTRA RIVOLUZIONARIA;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;9;PEZZA LUCA GABRIELE MARIO
PER UNA SINISTRA RIVOLUZIONARIA;CAMPANIA;CAMPANIA - 03;10 - SALERNO;9;TORRE VALERIO
PER UNA SINISTRA RIVOLUZIONARIA;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;9;ANCESCHI SABRINA
PER UNA SINISTRA RIVOLUZIONARIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;6;FABBRI CHIARA
PER UNA SINISTRA RIVOLUZIONARIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;6;GIANESSI MILENA
PER UNA SINISTRA RIVOLUZIONARIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;6;FIORINI GIULIANO
PER UNA SINISTRA RIVOLUZIONARIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;6;TERRA MICHELE
PER UNA SINISTRA RIVOLUZIONARIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;6;BOLELLI SIMONA
PER UNA SINISTRA RIVOLUZIONARIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;6;TOGNONI DAVIDE
PER UNA SINISTRA RIVOLUZIONARIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;6;DAVOLO ANDREA
PER UNA SINISTRA RIVOLUZIONARIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;6;PIAZZA ORIETTA
PER UNA SINISTRA RIVOLUZIONARIA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;12;ZORZENON FULVIO
PER UNA SINISTRA RIVOLUZIONARIA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;12;SCAGLIARINI FIORELLA
PER UNA SINISTRA RIVOLUZIONARIA;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;13;CAPORALE IRENE
PER UNA SINISTRA RIVOLUZIONARIA;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;13;PENSABENE ANDREA MARIA
PER UNA SINISTRA RIVOLUZIONARIA;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;13;RENDA JACOPO ESTEVAN
PER UNA SINISTRA RIVOLUZIONARIA;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;13;DESIDERI NAZZARENA
PER UNA SINISTRA RIVOLUZIONARIA;LAZIO;LAZIO - 02;05 - VITERBO;13;DI RIENZO CATERINA
PER UNA SINISTRA RIVOLUZIONARIA;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;13;VITTORI ALESSIO
PER UNA SINISTRA RIVOLUZIONARIA;LAZIO;LAZIO - 03;07 - FROSINONE;13;SORGE LUIGI
PER UNA SINISTRA RIVOLUZIONARIA;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;13;SAMMARTINO ALESSIO
PER UNA SINISTRA RIVOLUZIONARIA;LAZIO;LAZIO - 03;09 - LATINA;13;GHEZZI GIOVANNA
PER UNA SINISTRA RIVOLUZIONARIA;LAZIO;LAZIO - 03;10 - VELLETRI;13;TASCIOTTI UMBERTA
