assemblea,codice,status,elettori,votanti,perc_votanti,aggiornamento,sezioni_perv,sezioni,coll_uni_perv,coll_uni,sezioni_coll_uni_perv,sk_bianche,sk_nulle,sk_contestate,livello,fine_riparto
scrutiniCI,01000000000,ESERCIZIO,1747346,-,-,Dato aggiornato al 05/03/2018 - 10:30,2225,2322,5,9,0,-,-,-,I,
scrutiniCI,02000000000,ESERCIZIO,1632591,-,-,Dato aggiornato al 05/03/2018 - 10:10,2478,2493,4,8,0,-,-,-,I,
scrutiniCI,03000000000,ESERCIZIO,2963196,-,-,Dato aggiornato al 05/03/2018 - 10:26,3421,3547,2,15,0,-,-,-,I,
scrutiniCI,04000000000,ESERCIZIO,1646708,-,-,Dato aggiornato al 05/03/2018 - 10:30,1460,1983,0,8,0,-,-,-,I,
scrutiniCI,05000000000,ESERCIZIO,1637008,-,-,Dato aggiornato al 05/03/2018 - 10:17,1912,1996,2,8,0,-,-,-,I,
scrutiniCI,06000000000,ESERCIZIO,1249579,-,-,Dato aggiornato al 05/03/2018 - 10:18,1618,1701,3,6,0,-,-,-,I,
scrutiniCI,07000000000,ESERCIZIO,1485726,-,-,Dato aggiornato al 05/03/2018 - 09:57,1881,1883,6,8,0,-,-,-,I,
scrutiniCI,08000000000,ESERCIZIO,2241715,-,-,Dato aggiornato al 05/03/2018 - 10:25,2825,2856,8,11,0,-,-,-,I,
scrutiniCI,09000000000,ESERCIZIO,950403,-,-,Dato aggiornato al 05/03/2018 - 10:22,1364,1369,2,5,0,-,-,-,I,
scrutiniCI,11000000000,ESERCIZIO,3326889,-,-,Dato aggiornato al 05/03/2018 - 10:28,4451,4510,13,17,0,-,-,-,I,
scrutiniCI,12000000000,ESERCIZIO,2841131,-,-,Dato aggiornato al 05/03/2018 - 10:30,3909,3954,11,14,0,-,-,-,I,
scrutiniCI,13000000000,ESERCIZIO,672313,525978,"78,23",Dato aggiornato al 05/03/2018 - 10:08,1005,1005,3,3,0,5339,14618,81,I,
scrutiniCI,14000000000,ESERCIZIO,1184079,-,-,Dato aggiornato al 05/03/2018 - 09:52,1569,1574,4,6,0,-,-,-,I,
scrutiniCI,15000000000,ESERCIZIO,2890202,-,-,Dato aggiornato al 05/03/2018 - 10:30,2883,3473,0,14,0,-,-,-,I,
scrutiniCI,16000000000,ESERCIZIO,1502774,-,-,Dato aggiornato al 05/03/2018 - 10:30,1153,1812,0,7,0,-,-,-,I,
scrutiniCI,17000000000,ESERCIZIO,1045163,-,-,Dato aggiornato al 05/03/2018 - 10:28,1430,1639,0,5,0,-,-,-,I,
scrutiniCI,18000000000,ESERCIZIO,254108,-,-,Dato aggiornato al 05/03/2018 - 10:24,349,394,0,2,0,-,-,-,I,
scrutiniCI,19000000000,ESERCIZIO,2401003,-,-,Dato aggiornato al 05/03/2018 - 10:30,2872,2894,11,12,0,-,-,-,I,
scrutiniCI,21000000000,ESERCIZIO,3268162,-,-,Dato aggiornato al 05/03/2018 - 10:30,3689,4026,7,16,0,-,-,-,I,
scrutiniCI,22000000000,ESERCIZIO,462768,-,-,Dato aggiornato al 05/03/2018 - 10:30,625,681,0,2,0,-,-,-,I,
scrutiniCI,23000000000,ESERCIZIO,1541566,-,-,Dato aggiornato al 05/03/2018 - 10:27,2001,2416,2,8,0,-,-,-,I,
scrutiniCI,24000000000,ESERCIZIO,1896537,-,-,Dato aggiornato al 05/03/2018 - 10:24,2293,2411,4,9,0,-,-,-,I,
scrutiniCI,25000000000,ESERCIZIO,2111649,-,-,Dato aggiornato al 05/03/2018 - 10:18,2348,2887,3,10,0,-,-,-,I,
scrutiniCI,26000000000,ESERCIZIO,1368482,-,-,Dato aggiornato al 05/03/2018 - 10:30,1733,1838,2,6,0,-,-,-,I,
scrutiniCI,28000000000,ESERCIZIO,796817,-,-,Dato aggiornato al 05/03/2018 - 09:50,897,1016,3,6,0,-,-,-,I,
scrutiniCI,01100000000,ESERCIZIO,875371,-,-,Dato aggiornato al 05/03/2018 - 10:30,1141,1182,3,5,0,-,-,-,L,N
scrutiniCI,01200000000,ESERCIZIO,871975,-,-,Dato aggiornato al 05/03/2018 - 10:26,1084,1140,2,4,0,-,-,-,L,N
scrutiniCI,02100000000,ESERCIZIO,850656,-,-,Dato aggiornato al 05/03/2018 - 10:10,1330,1335,3,4,0,-,-,-,L,N
scrutiniCI,02200000000,ESERCIZIO,781935,-,-,Dato aggiornato al 05/03/2018 - 10:01,1148,1158,1,4,0,-,-,-,L,N
scrutiniCI,03100000000,ESERCIZIO,662718,-,-,Dato aggiornato al 05/03/2018 - 10:24,684,730,0,3,0,-,-,-,L,N
scrutiniCI,03200000000,ESERCIZIO,768872,-,-,Dato aggiornato al 05/03/2018 - 10:26,866,914,0,4,0,-,-,-,L,N
scrutiniCI,03300000000,ESERCIZIO,860512,-,-,Dato aggiornato al 05/03/2018 - 10:17,1130,1139,1,5,0,-,-,-,L,N
scrutiniCI,03400000000,ESERCIZIO,671094,-,-,Dato aggiornato al 05/03/2018 - 10:16,741,764,1,3,0,-,-,-,L,N
scrutiniCI,04100000000,ESERCIZIO,686975,-,-,Dato aggiornato al 05/03/2018 - 10:30,409,810,0,3,0,-,-,-,L,N
scrutiniCI,04200000000,ESERCIZIO,959733,-,-,Dato aggiornato al 05/03/2018 - 10:26,1051,1173,0,5,0,-,-,-,L,N
scrutiniCI,05100000000,ESERCIZIO,798923,-,-,Dato aggiornato al 05/03/2018 - 10:12,989,1015,2,4,0,-,-,-,L,N
scrutiniCI,05200000000,ESERCIZIO,838085,-,-,Dato aggiornato al 05/03/2018 - 10:17,923,981,0,4,0,-,-,-,L,N
scrutiniCI,06100000000,ESERCIZIO,645289,-,-,Dato aggiornato al 05/03/2018 - 10:18,808,891,0,3,0,-,-,-,L,N
scrutiniCI,06200000000,ESERCIZIO,604290,462394,"76,51",Dato aggiornato al 05/03/2018 - 10:10,810,810,3,3,0,6300,12974,11,L,N
scrutiniCI,07100000000,ESERCIZIO,765328,593047,"77,48",Dato aggiornato al 05/03/2018 - 09:57,951,951,4,4,0,5253,15491,134,L,N
scrutiniCI,07200000000,ESERCIZIO,720398,-,-,Dato aggiornato al 05/03/2018 - 09:40,930,932,2,4,0,-,-,-,L,N
scrutiniCI,08100000000,ESERCIZIO,712555,-,-,Dato aggiornato al 05/03/2018 - 09:54,864,884,2,3,0,-,-,-,L,N
scrutiniCI,08200000000,ESERCIZIO,652441,524221,"80,34",Dato aggiornato al 05/03/2018 - 09:28,832,832,3,3,0,5257,14366,57,L,N
scrutiniCI,08300000000,ESERCIZIO,876719,-,-,Dato aggiornato al 05/03/2018 - 10:25,1129,1140,3,5,0,-,-,-,L,N
scrutiniCI,09100000000,ESERCIZIO,950403,-,-,Dato aggiornato al 05/03/2018 - 10:22,1364,1369,2,5,0,-,-,-,L,N
scrutiniCI,10100000000,ESERCIZIO,605314,-,-,Dato aggiornato al 05/03/2018 - 10:24,878,884,1,3,0,-,-,-,L,N
scrutiniCI,10200000000,ESERCIZIO,624186,-,-,Dato aggiornato al 05/03/2018 - 10:20,881,905,2,3,0,-,-,-,L,N
scrutiniCI,11100000000,ESERCIZIO,844864,-,-,Dato aggiornato al 05/03/2018 - 10:28,1102,1112,3,4,0,-,-,-,L,N
scrutiniCI,11200000000,ESERCIZIO,791327,-,-,Dato aggiornato al 05/03/2018 - 10:28,1066,1100,2,4,0,-,-,-,L,N
scrutiniCI,11300000000,ESERCIZIO,760157,597851,"78,64",Dato aggiornato al 05/03/2018 - 09:59,1049,1049,4,4,0,5360,15834,78,L,N
scrutiniCI,11400000000,ESERCIZIO,930541,-,-,Dato aggiornato al 05/03/2018 - 10:28,1234,1249,4,5,0,-,-,-,L,N
scrutiniCI,12100000000,ESERCIZIO,849708,640768,"75,41",Dato aggiornato al 05/03/2018 - 09:34,1248,1248,4,4,0,5863,19722,87,L,N
scrutiniCI,12200000000,ESERCIZIO,606754,-,-,Dato aggiornato al 05/03/2018 - 10:04,752,796,1,3,0,-,-,-,L,N
scrutiniCI,12300000000,ESERCIZIO,755718,600864,"79,50",Dato aggiornato al 05/03/2018 - 09:54,972,972,4,4,0,5275,17417,79,L,N
scrutiniCI,12400000000,ESERCIZIO,628951,-,-,Dato aggiornato al 05/03/2018 - 10:30,937,938,2,3,0,-,-,-,L,N
scrutiniCI,13100000000,ESERCIZIO,672313,525978,"78,23",Dato aggiornato al 05/03/2018 - 10:08,1005,1005,3,3,0,5339,14618,81,L,N
scrutiniCI,14100000000,ESERCIZIO,601283,-,-,Dato aggiornato al 05/03/2018 - 09:31,765,769,2,3,0,-,-,-,L,N
scrutiniCI,14200000000,ESERCIZIO,582796,-,-,Dato aggiornato al 05/03/2018 - 09:52,804,805,2,3,0,-,-,-,L,N
scrutiniCI,15100000000,ESERCIZIO,1005501,-,-,Dato aggiornato al 05/03/2018 - 10:18,1162,1238,0,5,0,-,-,-,L,N
scrutiniCI,15200000000,ESERCIZIO,991777,-,-,Dato aggiornato al 05/03/2018 - 10:23,1200,1248,0,5,0,-,-,-,L,N
scrutiniCI,15300000000,ESERCIZIO,892924,-,-,Dato aggiornato al 05/03/2018 - 10:30,521,987,0,4,0,-,-,-,L,N
scrutiniCI,16100000000,ESERCIZIO,662651,-,-,Dato aggiornato al 05/03/2018 - 10:26,564,808,0,3,0,-,-,-,L,N
scrutiniCI,16200000000,ESERCIZIO,840123,-,-,Dato aggiornato al 05/03/2018 - 10:30,589,1004,0,4,0,-,-,-,L,N
scrutiniCI,17100000000,ESERCIZIO,604762,-,-,Dato aggiornato al 05/03/2018 - 10:26,810,918,0,3,0,-,-,-,L,N
scrutiniCI,17200000000,ESERCIZIO,440401,-,-,Dato aggiornato al 05/03/2018 - 10:28,620,721,0,2,0,-,-,-,L,N
scrutiniCI,18100000000,ESERCIZIO,254108,-,-,Dato aggiornato al 05/03/2018 - 10:24,349,394,0,2,0,-,-,-,L,N
scrutiniCI,19100000000,ESERCIZIO,918321,-,-,Dato aggiornato al 05/03/2018 - 10:31,1034,1055,3,4,0,-,-,-,L,N
scrutiniCI,19200000000,ESERCIZIO,746750,451924,"60,51",Dato aggiornato al 05/03/2018 - 09:19,884,884,4,4,0,2120,10025,54,L,N
scrutiniCI,19300000000,ESERCIZIO,735932,506642,"68,84",Dato aggiornato al 05/03/2018 - 10:16,955,955,4,4,0,5003,14490,25,L,N
scrutiniCI,20100000000,ESERCIZIO,582865,-,-,Dato aggiornato al 05/03/2018 - 10:30,748,863,0,3,0,-,-,-,L,N
scrutiniCI,20200000000,ESERCIZIO,714758,-,-,Dato aggiornato al 05/03/2018 - 10:28,727,929,0,3,0,-,-,-,L,N
scrutiniCI,20300000000,ESERCIZIO,860461,-,-,Dato aggiornato al 05/03/2018 - 10:22,944,1140,0,4,0,-,-,-,L,N
scrutiniCI,21100000000,ESERCIZIO,830005,-,-,Dato aggiornato al 05/03/2018 - 10:30,996,1010,3,4,0,-,-,-,L,N
scrutiniCI,21200000000,ESERCIZIO,844274,-,-,Dato aggiornato al 05/03/2018 - 10:25,1041,1046,1,4,0,-,-,-,L,N
scrutiniCI,21300000000,ESERCIZIO,847439,-,-,Dato aggiornato al 05/03/2018 - 10:23,965,981,2,4,0,-,-,-,L,N
scrutiniCI,21400000000,ESERCIZIO,746444,-,-,Dato aggiornato al 05/03/2018 - 10:25,687,989,1,4,0,-,-,-,L,N
scrutiniCI,22100000000,ESERCIZIO,462768,-,-,Dato aggiornato al 05/03/2018 - 10:31,626,681,0,2,0,-,-,-,L,N
scrutiniCI,23100000000,ESERCIZIO,746151,-,-,Dato aggiornato al 05/03/2018 - 10:27,909,1152,0,4,0,-,-,-,L,N
scrutiniCI,23200000000,ESERCIZIO,795415,-,-,Dato aggiornato al 05/03/2018 - 10:31,1100,1264,2,4,0,-,-,-,L,N
scrutiniCI,24100000000,ESERCIZIO,549007,332391,"60,54",Dato aggiornato al 05/03/2018 - 09:26,620,620,3,3,0,1682,10777,43,L,N
scrutiniCI,24200000000,ESERCIZIO,709562,-,-,Dato aggiornato al 05/03/2018 - 10:24,847,895,0,3,0,-,-,-,L,N
scrutiniCI,24300000000,ESERCIZIO,637968,-,-,Dato aggiornato al 05/03/2018 - 09:26,826,896,1,3,0,-,-,-,L,N
scrutiniCI,25100000000,ESERCIZIO,645421,-,-,Dato aggiornato al 05/03/2018 - 09:35,986,1006,2,3,0,-,-,-,L,N
scrutiniCI,25200000000,ESERCIZIO,678635,-,-,Dato aggiornato al 05/03/2018 - 10:11,637,837,1,3,0,-,-,-,L,N
scrutiniCI,25300000000,ESERCIZIO,787593,-,-,Dato aggiornato al 05/03/2018 - 10:18,725,1044,0,4,0,-,-,-,L,N
scrutiniCI,26100000000,ESERCIZIO,748040,-,-,Dato aggiornato al 05/03/2018 - 10:31,900,971,1,3,0,-,-,-,L,N
scrutiniCI,26200000000,ESERCIZIO,620442,-,-,Dato aggiornato al 05/03/2018 - 10:21,857,867,1,3,0,-,-,-,L,N
scrutiniCI,28100000000,ESERCIZIO,796817,-,-,Dato aggiornato al 05/03/2018 - 09:50,897,1016,3,6,0,-,-,-,L,N
scrutiniCI,01110000000,ESERCIZIO,164897,124770,"75,66",Dato aggiornato al 05/03/2018 - 10:31,243,243,,,243,823,3451,13,U,
scrutiniCI,01120000000,ESERCIZIO,149325,-,-,Dato aggiornato al 05/03/2018 - 10:15,209,211,,,-,-,-,-,U,
scrutiniCI,01130000000,ESERCIZIO,173119,127061,"73,39",Dato aggiornato al 05/03/2018 - 09:04,240,240,,,240,832,3853,23,U,
scrutiniCI,01140000000,ESERCIZIO,161450,118966,"73,68",Dato aggiornato al 05/03/2018 - 09:13,225,225,,,225,772,3679,33,U,
scrutiniCI,01150000000,ESERCIZIO,226580,-,-,Dato aggiornato al 05/03/2018 - 09:26,224,263,,,-,-,-,-,U,
scrutiniCI,01210000000,ESERCIZIO,208280,156825,"75,29",Dato aggiornato al 05/03/2018 - 10:01,326,326,,,326,1651,6650,11,U,
scrutiniCI,01220000000,ESERCIZIO,237280,-,-,Dato aggiornato al 05/03/2018 - 10:08,267,289,,,-,-,-,-,U,
scrutiniCI,01230000000,ESERCIZIO,205395,158217,"77,03",Dato aggiornato al 05/03/2018 - 10:10,238,238,,,238,1367,5850,2,U,
scrutiniCI,01240000000,ESERCIZIO,221020,-,-,Dato aggiornato al 05/03/2018 - 10:26,253,287,,,-,-,-,-,U,
scrutiniCI,02110000000,ESERCIZIO,208523,151366,"72,58",Dato aggiornato al 05/03/2018 - 10:10,320,320,,,320,1441,4660,8,U,
scrutiniCI,02120000000,ESERCIZIO,196078,142278,"72,56",Dato aggiornato al 05/03/2018 - 09:26,325,325,,,325,1663,5525,10,U,
scrutiniCI,02130000000,ESERCIZIO,222586,-,-,Dato aggiornato al 05/03/2018 - 09:40,320,325,,,-,-,-,-,U,
scrutiniCI,02140000000,ESERCIZIO,223469,171080,"76,55",Dato aggiornato al 05/03/2018 - 09:59,365,365,,,365,2302,7498,1,U,
scrutiniCI,02210000000,ESERCIZIO,204939,-,-,Dato aggiornato al 05/03/2018 - 10:01,323,324,,,-,-,-,-,U,
scrutiniCI,02220000000,ESERCIZIO,205466,-,-,Dato aggiornato al 05/03/2018 - 09:50,246,247,,,-,-,-,-,U,
scrutiniCI,02230000000,ESERCIZIO,186910,139825,"74,80",Dato aggiornato al 05/03/2018 - 09:23,295,295,,,295,1599,5965,27,U,
scrutiniCI,02240000000,ESERCIZIO,184620,-,-,Dato aggiornato al 05/03/2018 - 09:26,284,292,,,-,-,-,-,U,
scrutiniCI,03110000000,ESERCIZIO,238224,-,-,Dato aggiornato al 05/03/2018 - 10:07,226,262,,,-,-,-,-,U,
scrutiniCI,03120000000,ESERCIZIO,194103,-,-,Dato aggiornato al 05/03/2018 - 09:26,217,225,,,-,-,-,-,U,
scrutiniCI,03130000000,ESERCIZIO,230391,-,-,Dato aggiornato al 05/03/2018 - 10:24,241,243,,,-,-,-,-,U,
scrutiniCI,03210000000,ESERCIZIO,214204,-,-,Dato aggiornato al 05/03/2018 - 10:26,240,245,,,-,-,-,-,U,
scrutiniCI,03220000000,ESERCIZIO,182858,-,-,Dato aggiornato al 05/03/2018 - 10:16,209,217,,,-,-,-,-,U,
scrutiniCI,03230000000,ESERCIZIO,166207,-,-,Dato aggiornato al 05/03/2018 - 10:16,206,209,,,-,-,-,-,U,
scrutiniCI,03240000000,ESERCIZIO,205603,-,-,Dato aggiornato al 05/03/2018 - 10:03,211,243,,,-,-,-,-,U,
scrutiniCI,03310000000,ESERCIZIO,168099,-,-,Dato aggiornato al 05/03/2018 - 10:16,220,221,,,-,-,-,-,U,
scrutiniCI,03320000000,ESERCIZIO,163907,-,-,Dato aggiornato al 05/03/2018 - 09:03,223,225,,,-,-,-,-,U,
scrutiniCI,03330000000,ESERCIZIO,173828,-,-,Dato aggiornato al 05/03/2018 - 10:17,228,232,,,-,-,-,-,U,
scrutiniCI,03340000000,ESERCIZIO,172932,138098,"79,85",Dato aggiornato al 05/03/2018 - 10:17,226,226,,,226,1057,2791,12,U,
scrutiniCI,03350000000,ESERCIZIO,181746,-,-,Dato aggiornato al 05/03/2018 - 09:03,233,235,,,-,-,-,-,U,
scrutiniCI,03410000000,ESERCIZIO,223492,172961,"77,39",Dato aggiornato al 05/03/2018 - 09:40,238,238,,,238,2048,5065,39,U,
scrutiniCI,03420000000,ESERCIZIO,222521,-,-,Dato aggiornato al 05/03/2018 - 10:16,236,255,,,-,-,-,-,U,
scrutiniCI,03430000000,ESERCIZIO,225081,-,-,Dato aggiornato al 05/03/2018 - 09:50,267,271,,,-,-,-,-,U,
scrutiniCI,04110000000,ESERCIZIO,201442,-,-,Dato aggiornato al 05/03/2018 - 10:30,175,259,,,-,-,-,-,U,
scrutiniCI,04120000000,ESERCIZIO,243724,-,-,Dato aggiornato al 05/03/2018 - 10:24,120,275,,,-,-,-,-,U,
scrutiniCI,04130000000,ESERCIZIO,241809,-,-,Dato aggiornato al 05/03/2018 - 10:26,114,276,,,-,-,-,-,U,
scrutiniCI,04210000000,ESERCIZIO,189764,-,-,Dato aggiornato al 05/03/2018 - 10:04,276,279,,,-,-,-,-,U,
scrutiniCI,04220000000,ESERCIZIO,236049,-,-,Dato aggiornato al 05/03/2018 - 10:31,191,259,,,-,-,-,-,U,
scrutiniCI,04230000000,ESERCIZIO,184641,-,-,Dato aggiornato al 05/03/2018 - 10:26,177,212,,,-,-,-,-,U,
scrutiniCI,04240000000,ESERCIZIO,171672,-,-,Dato aggiornato al 05/03/2018 - 10:08,187,199,,,-,-,-,-,U,
scrutiniCI,04250000000,ESERCIZIO,177607,-,-,Dato aggiornato al 05/03/2018 - 09:28,222,224,,,-,-,-,-,U,
scrutiniCI,05110000000,ESERCIZIO,201500,159102,"78,95",Dato aggiornato al 05/03/2018 - 08:45,272,272,,,272,1878,4181,9,U,
scrutiniCI,05120000000,ESERCIZIO,210900,167055,"79,21",Dato aggiornato al 05/03/2018 - 09:45,313,313,,,313,3049,5940,37,U,
scrutiniCI,05130000000,ESERCIZIO,197281,-,-,Dato aggiornato al 05/03/2018 - 10:12,206,226,,,-,-,-,-,U,
scrutiniCI,05140000000,ESERCIZIO,189242,153702,"81,21",Dato aggiornato al 05/03/2018 - 10:31,204,204,,,204,2375,4529,6,U,
scrutiniCI,05210000000,ESERCIZIO,228419,-,-,Dato aggiornato al 05/03/2018 - 09:26,253,258,,,-,-,-,-,U,
scrutiniCI,05220000000,ESERCIZIO,234969,-,-,Dato aggiornato al 05/03/2018 - 09:26,296,308,,,-,-,-,-,U,
scrutiniCI,05230000000,ESERCIZIO,177797,-,-,Dato aggiornato al 05/03/2018 - 10:17,158,189,,,-,-,-,-,U,
scrutiniCI,05240000000,ESERCIZIO,196900,-,-,Dato aggiornato al 05/03/2018 - 09:59,216,226,,,-,-,-,-,U,
scrutiniCI,06110000000,ESERCIZIO,197051,-,-,Dato aggiornato al 05/03/2018 - 10:18,239,270,,,-,-,-,-,U,
scrutiniCI,06120000000,ESERCIZIO,220946,-,-,Dato aggiornato al 05/03/2018 - 10:03,295,334,,,-,-,-,-,U,
scrutiniCI,06130000000,ESERCIZIO,227292,-,-,Dato aggiornato al 05/03/2018 - 10:07,274,287,,,-,-,-,-,U,
scrutiniCI,06210000000,ESERCIZIO,210990,164190,"77,81",Dato aggiornato al 05/03/2018 - 10:10,298,298,,,298,2136,4896,10,U,
scrutiniCI,06220000000,ESERCIZIO,192542,146882,"76,28",Dato aggiornato al 05/03/2018 - 09:26,268,268,,,268,2335,4439,0,U,
scrutiniCI,06230000000,ESERCIZIO,200758,151322,"75,37",Dato aggiornato al 05/03/2018 - 10:09,244,244,,,244,1829,3639,1,U,
scrutiniCI,07110000000,ESERCIZIO,216548,160729,"74,22",Dato aggiornato al 05/03/2018 - 09:26,282,282,,,282,1253,4038,40,U,
scrutiniCI,07120000000,ESERCIZIO,195825,152442,"77,84",Dato aggiornato al 05/03/2018 - 09:26,246,246,,,246,1440,4019,79,U,
scrutiniCI,07130000000,ESERCIZIO,200941,156602,"77,93",Dato aggiornato al 05/03/2018 - 09:57,241,241,,,241,1503,4329,13,U,
scrutiniCI,07140000000,ESERCIZIO,152014,123274,"81,09",Dato aggiornato al 05/03/2018 - 09:26,182,182,,,182,1057,3105,2,U,
scrutiniCI,07210000000,ESERCIZIO,151877,120155,"79,11",Dato aggiornato al 05/03/2018 - 08:39,185,185,,,185,1237,3335,18,U,
scrutiniCI,07220000000,ESERCIZIO,192807,151138,"78,38",Dato aggiornato al 05/03/2018 - 09:26,251,251,,,251,1626,4262,20,U,
scrutiniCI,07230000000,ESERCIZIO,164146,-,-,Dato aggiornato al 05/03/2018 - 09:29,242,243,,,-,-,-,-,U,
scrutiniCI,07240000000,ESERCIZIO,211568,-,-,Dato aggiornato al 05/03/2018 - 09:40,252,253,,,-,-,-,-,U,
scrutiniCI,08110000000,ESERCIZIO,220910,173869,"78,70",Dato aggiornato al 05/03/2018 - 09:44,279,279,,,279,1465,4226,11,U,
scrutiniCI,08120000000,ESERCIZIO,240582,197957,"82,28",Dato aggiornato al 05/03/2018 - 09:54,288,288,,,288,1764,5293,15,U,
scrutiniCI,08130000000,ESERCIZIO,251063,-,-,Dato aggiornato al 05/03/2018 - 09:44,297,317,,,-,-,-,-,U,
scrutiniCI,08210000000,ESERCIZIO,199507,158030,"79,21",Dato aggiornato al 05/03/2018 - 09:26,262,262,,,262,1510,4512,27,U,
scrutiniCI,08220000000,ESERCIZIO,230572,187439,"81,29",Dato aggiornato al 05/03/2018 - 09:28,287,287,,,287,1902,5016,4,U,
scrutiniCI,08230000000,ESERCIZIO,222362,178752,"80,38",Dato aggiornato al 05/03/2018 - 09:03,283,283,,,283,1845,4838,26,U,
scrutiniCI,08310000000,ESERCIZIO,190553,145803,"76,51",Dato aggiornato al 05/03/2018 - 09:54,279,279,,,279,1696,4334,2,U,
scrutiniCI,08320000000,ESERCIZIO,165477,-,-,Dato aggiornato al 05/03/2018 - 09:20,198,203,,,-,-,-,-,U,
scrutiniCI,08330000000,ESERCIZIO,190696,145901,"76,50",Dato aggiornato al 05/03/2018 - 08:16,268,268,,,268,1071,3140,14,U,
scrutiniCI,08340000000,ESERCIZIO,160932,125785,"78,16",Dato aggiornato al 05/03/2018 - 10:25,192,192,,,192,1221,3061,2,U,
scrutiniCI,08350000000,ESERCIZIO,169061,-,-,Dato aggiornato al 05/03/2018 - 09:26,192,198,,,-,-,-,-,U,
scrutiniCI,09110000000,ESERCIZIO,174576,-,-,Dato aggiornato al 05/03/2018 - 10:20,258,260,,,-,-,-,-,U,
scrutiniCI,09120000000,ESERCIZIO,158588,-,-,Dato aggiornato al 05/03/2018 - 09:26,235,236,,,-,-,-,-,U,
scrutiniCI,09130000000,ESERCIZIO,217779,-,-,Dato aggiornato al 05/03/2018 - 10:22,286,288,,,-,-,-,-,U,
scrutiniCI,09140000000,ESERCIZIO,179354,134713,"75,11",Dato aggiornato al 05/03/2018 - 09:26,297,297,,,297,1577,5415,39,U,
scrutiniCI,09150000000,ESERCIZIO,220106,171139,"77,75",Dato aggiornato al 05/03/2018 - 09:46,288,288,,,288,1699,5189,42,U,
scrutiniCI,10110000000,ESERCIZIO,212971,-,-,Dato aggiornato al 05/03/2018 - 10:24,321,322,,,-,-,-,-,U,
scrutiniCI,10120000000,ESERCIZIO,200481,-,-,Dato aggiornato al 05/03/2018 - 09:26,272,277,,,-,-,-,-,U,
scrutiniCI,10130000000,ESERCIZIO,191862,133201,"69,42",Dato aggiornato al 05/03/2018 - 09:49,285,285,,,285,1124,3557,17,U,
scrutiniCI,10210000000,ESERCIZIO,196580,137487,"69,93",Dato aggiornato al 05/03/2018 - 09:59,281,281,,,281,1004,3117,10,U,
scrutiniCI,10220000000,ESERCIZIO,229821,-,-,Dato aggiornato al 05/03/2018 - 10:20,307,331,,,-,-,-,-,U,
scrutiniCI,10230000000,ESERCIZIO,197785,146487,"74,06",Dato aggiornato al 05/03/2018 - 09:28,293,293,,,293,1305,3935,22,U,
scrutiniCI,11110000000,ESERCIZIO,210468,168040,"79,84",Dato aggiornato al 05/03/2018 - 09:26,280,280,,,280,1488,4356,1,U,
scrutiniCI,11120000000,ESERCIZIO,219475,-,-,Dato aggiornato al 05/03/2018 - 10:00,292,302,,,-,-,-,-,U,
scrutiniCI,11130000000,ESERCIZIO,222369,171910,"77,30",Dato aggiornato al 05/03/2018 - 10:28,288,288,,,288,1315,3722,12,U,
scrutiniCI,11140000000,ESERCIZIO,192552,151983,"78,93",Dato aggiornato al 05/03/2018 - 09:26,242,242,,,242,1191,3730,20,U,
scrutiniCI,11210000000,ESERCIZIO,217164,-,-,Dato aggiornato al 05/03/2018 - 09:26,329,330,,,-,-,-,-,U,
scrutiniCI,11220000000,ESERCIZIO,155157,123760,"79,76",Dato aggiornato al 05/03/2018 - 09:26,194,194,,,194,1412,3322,22,U,
scrutiniCI,11230000000,ESERCIZIO,203469,-,-,Dato aggiornato al 05/03/2018 - 09:26,242,275,,,-,-,-,-,U,
scrutiniCI,11240000000,ESERCIZIO,215537,170342,"79,03",Dato aggiornato al 05/03/2018 - 10:28,301,301,,,301,1916,4908,9,U,
scrutiniCI,11310000000,ESERCIZIO,179375,142797,"79,60",Dato aggiornato al 05/03/2018 - 09:26,226,226,,,226,1328,3798,14,U,
scrutiniCI,11320000000,ESERCIZIO,183807,149079,"81,10",Dato aggiornato al 05/03/2018 - 09:26,221,221,,,221,1420,4343,24,U,
scrutiniCI,11330000000,ESERCIZIO,198379,150603,"75,91",Dato aggiornato al 05/03/2018 - 09:59,316,316,,,316,1201,3612,3,U,
scrutiniCI,11340000000,ESERCIZIO,198596,155372,"78,23",Dato aggiornato al 05/03/2018 - 09:42,286,286,,,286,1411,4081,37,U,
scrutiniCI,11410000000,ESERCIZIO,225768,179151,"79,35",Dato aggiornato al 05/03/2018 - 09:26,271,271,,,271,2041,5657,6,U,
scrutiniCI,11420000000,ESERCIZIO,172726,130218,"75,38",Dato aggiornato al 05/03/2018 - 09:26,249,249,,,249,1015,2891,14,U,
scrutiniCI,11430000000,ESERCIZIO,158328,118755,"75,00",Dato aggiornato al 05/03/2018 - 09:26,221,221,,,221,1180,3324,0,U,
scrutiniCI,11440000000,ESERCIZIO,211364,159986,"75,69",Dato aggiornato al 05/03/2018 - 09:26,303,303,,,303,1821,4678,2,U,
scrutiniCI,11450000000,ESERCIZIO,162355,-,-,Dato aggiornato al 05/03/2018 - 10:28,190,205,,,-,-,-,-,U,
scrutiniCI,12110000000,ESERCIZIO,201546,156468,"77,63",Dato aggiornato al 05/03/2018 - 09:26,267,267,,,267,1411,4810,35,U,
